OTU_IDs	Poiss_Coeff	Poiss_pval	Poiss_qval	NB_Coeff	NB_pval	NB_qval	ZINB_Coeff	ZINB_pval	ZINB_qval	mean in group Lean	mean in group Not_Lean	Lean_minus_Not_Lean_mean	ttest_pval	ttest_qval	KW_pval	KW_qval	NB_Coeff_Estimate_Error	# of 0's in Lean	# of 0's in Not_Lean	# of non-zeroes in Lean	# of non-zeroes in Not_Lean	Total count in Lean	Total count in Not_Lean	mean_otu	variance_otu	var/mean ratio	Shapiro_Wilk_Normality_pvalue	taxonomy	pois_filt_pval	pois_filt_qval	nb_filt_pval	nb_filt_qval	zinb_filt_pval	zinb_filt_qval	aic.pois	aic.nb	aic.zinb	bic.pois	bic.nb	bic.zinb	aic.filt.pois	aic.filt.nb	aic.filt.zinb	bic.filt.pois	bic.filt.nb	bic.filt.zinb	aic.nonfilt.best	bic.nonfilt.best	aic.filt.best	bic.filt.best
562244	30742667.1422643	0.988602728800333	0.997505844537157	227159292.14894	0.995320672842505	0.999996762100542	78467989.2939632	0.995437807973851	0.999853324140808	0	0.127272727272727	-0.127272727272727	0.132571907017235	0.527403331049286	0.193119489154069	0.626103737692632	no	61	214	0	6	0	28	0.099644128113879	1.2257498729029	12.3012755102041	7.81553508265654e-35	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella; s__	1	1	NA	NA	NA	NA	255.972982968875	88.9746133522519	90.9600427268418	263.249692307543	99.8896773602531	105.513461404177	4.00000000076384	NA	NA	11.2767093394313	NA	NA	NB	NB	Poisson	Poisson
195674	33.7656565656646	7.34879871541642e-26	2.13506056295769e-24	33.7656565656558	6.62151885794165e-08	3.01389466683977e-05	33.7676291565152	6.61696265526604e-08	3.61286160977526e-05	0.147540983606557	4.98181818181818	-4.83427719821162	0.0216854197369614	0.527403331049286	0.00228765205525085	0.0761899727181716	no	56	164	5	56	9	1096	3.93238434163701	755.134697508897	192.029728506787	4.30772874566004e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	1	1	NA	NA	NA	NA	6446.66734507134	682.178787362618	684.179134424341	6453.94405441	693.093851370619	698.732553101676	4.00000000061107	NA	NA	11.2767093392786	NA	NA	NB	NB	Poisson	Poisson
241789	4.6253618610512e-09	0.996739238276107	0.997505844537157	1.70157553667967e-09	0.99791919217413	0.999996762100542	4.62377657717137e-09	0.998022761587666	0.999853324140808	0.0163934426229508	0	0.0163934426229508	0.321326503293247	0.527403331049286	0.0575521401462216	0.314025307552401	yes	60	220	1	0	1	0	0.00355871886120996	0.00355871886120996	1	3.12221386969758e-35	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__	1	1	NA	NA	NA	NA	14.2217477617099	16.221760297678	18.2217876542704	21.4984571003774	27.1368243056792	32.7752063316054	4.00000000077772	NA	NA	11.2767093394452	NA	NA	Poisson	Poisson	Poisson	Poisson
209760	22052963.4294463	0.997505844537124	0.997505844537157	59946169.749457	0.998397750398338	0.999996762100542	22134574.097005	0.998489684931488	0.999853324140808	0	0.00454545454545455	-0.00454545454545455	0.318414134768154	0.527403331049286	0.598494364974918	0.768187528833386	yes	61	219	0	1	0	1	0.00355871886120996	0.00355871886120996	1	3.12221386969758e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii	1	1	NA	NA	NA	NA	16.7872551178508	18.7872932072896	20.7873292155147	24.0639644565183	29.7023572152909	35.3407478928497	4.00000000077772	NA	NA	11.2767093394452	NA	NA	Poisson	Poisson	Poisson	Poisson
4404187	5.96136363656916	7.96997032935684e-07	7.20460371224424e-06	5.96136363636359	0.258759444874916	0.928609781804725	5.96124175385689	0.258759866735721	0.885398281459753	0.131147540983607	0.781818181818182	-0.650670640834575	0.0983301131649202	0.527403331049286	0.359951111526946	0.745183545897382	no	60	211	1	9	8	172	0.640569395017794	23.8096339603457	37.1694841269841	3.930991114998e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	1	1	NA	NA	NA	NA	1381.77530592105	169.240296793205	171.240190841233	1389.05201525971	180.155360801207	185.793609518568	4.00000000075273	NA	NA	11.2767093394202	NA	NA	NB	NB	Poisson	Poisson
4456027	1.27545453840127	0.324031981831954	0.733773915740519	1.27545454545455	0.603462274188405	0.999996762100542	1.26525878997503	0.619004939377081	0.999853324140808	0.327868852459016	0.418181818181818	-0.0903129657228018	0.603865284447873	0.751666404661413	0.39390130514307	0.768187528833386	no	53	181	8	39	20	92	0.398576512455516	1.46914082358922	3.6859693877551	6.36287017090498e-30	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	1	1	NA	NA	NA	NA	586.846942908408	410.337118650072	412.328135580108	594.123652247075	421.252182658073	426.881554257443	4.00000000064996	NA	NA	11.2767093393174	NA	NA	NB	NB	Poisson	Poisson
359788	4.27213228368553e-09	0.991099800466375	0.997505844537157	1.57162963716345e-09	0.994321565757497	0.999996762100542	4.26499671726437e-09	0.994605734555263	0.999853324140808	0.131147540983607	0	0.131147540983607	0.0733508460901384	0.527403331049286	1.89383152074055e-05	0.0027232122917553	yes	56	220	5	0	8	0	0.0284697508896797	0.0706151499745806	2.48035714285714	1.45084566970879e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1	1	NA	NA	NA	NA	58.8590250671145	60.8586689947406	52.7323051318043	66.135734405782	71.7737330027418	67.2857238091392	4.00000000076661	NA	NA	11.2767093394341	NA	NA	ZINB	Poisson	Poisson	Poisson
366352	0.627511960653949	0.0167425603934478	0.0671916714687817	0.627511961722487	0.53740567505153	0.999996762100542	0.701300182619436	0.561357286193747	0.999853324140808	0.622950819672131	0.390909090909091	0.23204172876304	0.604992468458933	0.752212352088025	0.541143206715927	0.768187528833386	no	54	201	7	19	38	86	0.441281138790036	4.59028978139298	10.4021889400922	1.0351581229279e-32	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1	1	NA	NA	NA	NA	777.969723837977	306.389467807636	307.154745688136	785.246433176645	317.304531815637	321.708164365471	4.00000000070828	NA	NA	11.2767093393758	NA	NA	NB	NB	Poisson	Poisson
177042	1.32237762616358	0.19514340559033	0.494604770920827	1.32237762237763	0.521653879618706	0.999996762100542	1.32231617347103	0.521722285796461	0.999853324140808	0.426229508196721	0.563636363636364	-0.137406855439642	0.490020781602902	0.662297062813918	0.291541500401024	0.745183545897382	no	52	172	9	48	26	124	0.533807829181495	2.83546009150991	5.31176190476191	2.32456743618058e-30	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	1	1	NA	NA	NA	NA	751.133787138047	479.478272084673	481.478716764484	758.410496476714	490.393336092674	496.032135441819	4.00000000062218	NA	NA	11.2767093392897	NA	NA	NB	NB	Poisson	Poisson
177040	24338495.5871901	0.99586386264196	0.997505844537157	66158890.2902591	0.997343794380578	0.999996762100542	194869876.059795	0.999004969275263	0.999853324140808	0	0.0136363636363636	-0.0136363636363636	0.180307425129866	0.527403331049286	0.45566337679012	0.768187528833386	no	61	218	0	2	0	3	0.0106761565836299	0.0177427554651754	1.66190476190476	5.82699290923336e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	1	1	NA	NA	NA	NA	37.1563859755795	32.8494334882306	34.3139294423914	44.433095314247	43.7644974962319	48.8673481197264	4.00000000077495	NA	NA	11.2767093394424	NA	NA	NB	NB	Poisson	Poisson
177047	0.835241303413338	0.16030389687211	0.427482897541436	0.835241301907969	0.58933295174773	0.999996762100542	0.835213007519771	0.589265206753656	0.999853324140808	1.32786885245902	1.10909090909091	0.218777943368107	0.706335015581738	0.818645787681554	0.563743421207204	0.768187528833386	no	37	147	24	73	81	244	1.15658362989324	15.4682511438739	13.3740879120879	1.56653667434236e-31	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.945863507171381	1	0.961628650514874	0.994217564443611	0.6537642275976	0.890101530531944	1403.76423486499	735.997514589909	737.997965343507	1411.04094420366	746.91257859791	752.551384020842	596.928660728678	548.064398898675	547.680233759834	604.205370067345	558.979462906676	562.233652437169	NB	NB	ZINB	NB
177732	0.318048128342245	5.03346928956256e-12	7.61573663700574e-11	0.318048128342244	0.00862051803275405	0.174651369501077	0.313483644843487	0.00773771708533565	0.142248940356676	1.11475409836066	0.354545454545455	0.760208643815201	0.10057649350728	0.527403331049286	0.161342226780072	0.590834803988953	no	47	184	14	36	68	78	0.519572953736655	3.66479410269446	7.05347358121331	1.75056722811412e-31	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii	1	1	NA	NA	NA	NA	731.014734882599	441.737378569496	443.699854409088	738.291444221266	452.652442577498	458.253273086423	4.00000000064162	NA	NA	11.2767093393091	NA	NA	NB	NB	Poisson	Poisson
191551	0.184848484848497	0.0644071171331471	0.207103575743757	0.184848484848485	0.120224036169167	0.647455758082841	0.17625669578345	0.101399180533206	0.556993628808701	0.0491803278688525	0.00909090909090909	0.0400894187779434	0.282308884541103	0.527403331049286	0.164957018854277	0.590834803988953	no	59	218	2	2	3	2	0.0177935943060498	0.0246822572445348	1.38714285714286	1.82212556639551e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__	1	1	NA	NA	NA	NA	52.2617852773208	50.7813002542468	52.2350904643944	59.5384946159883	61.696364262248	66.7885091417294	4.00000000076939	NA	NA	11.2767093394369	NA	NA	NB	Poisson	Poisson	Poisson
409686	22052963.4278653	0.997505844537102	0.997505844537157	59946169.7406707	0.998397750398291	0.999996762100542	22134570.1053001	0.998489684813759	0.999853324140808	0	0.00454545454545455	-0.00454545454545455	0.318414134768154	0.527403331049286	0.598494364974918	0.768187528833386	yes	61	219	0	1	0	1	0.00355871886120996	0.00355871886120996	1	3.12221386969758e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__	1	1	NA	NA	NA	NA	16.7872551178508	18.7872932072769	20.7873292117358	24.0639644565183	29.7023572152781	35.3407478890708	4.00000000077772	NA	NA	11.2767093394452	NA	NA	Poisson	Poisson	Poisson	Poisson
191553	0.044011544011099	4.50065632451181e-20	1.05504655984908e-18	0.0440115440115441	0.000225915099340044	0.0176278324656474	0.0440127514661613	0.000225959701340709	0.0158171790938496	1.0327868852459	0.0454545454545455	0.987332339791356	0.0556691783632617	0.527403331049286	1.82003607335873e-05	0.0027232122917553	no	52	216	9	4	63	10	0.259786476868327	3.65012709710219	14.0504892367906	4.44582381047534e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1	1	NA	NA	NA	NA	431.210129100867	165.853269161187	167.853313848475	438.486838439535	176.768333169188	182.40673252581	4.00000000074439	NA	NA	11.2767093394119	NA	NA	NB	NB	Poisson	Poisson
191555	0.554545454545478	0.630223910157732	0.997505844537157	0.554545454545455	0.630234609009804	0.999996762100542	0.554550721065216	0.630240945041503	0.999853324140808	0.0163934426229508	0.00909090909090909	0.00730253353204173	0.679381692374992	0.799910067633586	0.62401434184016	0.773010100301346	yes	60	218	1	2	1	2	0.0106761565836299	0.0105998983223183	0.992857142857143	1.15824626554639e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1	1	NA	NA	NA	NA	37.0236691915163	39.0238238672628	41.0238058073495	44.3003785301838	49.938887875264	55.5772244846845	4.00000000077217	NA	NA	11.2767093394397	NA	NA	Poisson	Poisson	Poisson	Poisson
297638	4.62536186105251e-09	0.996739238276104	0.997505844537157	1.70157553664433e-09	0.997919192174127	0.999996762100542	4.62377657730479e-09	0.99802276189136	0.999853324140808	0.0163934426229508	0	0.0163934426229508	0.321326503293247	0.527403331049286	0.0575521401462216	0.314025307552401	yes	60	220	1	0	1	0	0.00355871886120996	0.00355871886120996	1	3.12221386969758e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__	1	1	NA	NA	NA	NA	14.2217477617099	16.2217602969213	18.2217876542831	21.4984571003774	27.1368243049225	32.7752063316181	4.00000000077772	NA	NA	11.2767093394452	NA	NA	Poisson	Poisson	Poisson	Poisson
4462739	4.62536186103477e-09	0.996739238276107	0.997505844537157	1.7015755366613e-09	0.997919192174132	0.999996762100542	4.6237765775134e-09	0.998033247681349	0.999853324140808	0.0163934426229508	0	0.0163934426229508	0.321326503293247	0.527403331049286	0.0575521401462216	0.314025307552401	yes	60	220	1	0	1	0	0.00355871886120996	0.00355871886120996	1	3.12221386969758e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__	1	1	NA	NA	NA	NA	14.2217477617099	16.2217602966484	18.2217876543025	21.4984571003774	27.1368243046497	32.7752063316375	4.00000000077772	NA	NA	11.2767093394452	NA	NA	Poisson	Poisson	Poisson	Poisson
187868	0.485227272286605	0.0456792974114286	0.154680919070814	0.485227272727279	0.185694403983437	0.81770186023411	0.485142632254648	0.185598902640635	0.761932337156291	0.19672131147541	0.0954545454545455	0.101266766020864	0.36058177047635	0.565460129297107	0.491155640208097	0.768187528833386	no	55	204	6	16	12	21	0.117437722419929	0.275444839857651	2.34545454545455	2.10353342681126e-32	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	1	1	NA	NA	NA	NA	231.359120875739	198.899851642045	200.900101318382	238.635830214406	209.814915650047	215.453519995717	4.0000000007194	NA	NA	11.2767093393869	NA	NA	NB	NB	Poisson	Poisson
182560	1.19227272726194	0.478692610774357	0.932460427977724	1.19227272727273	0.638403654686571	0.999996762100542	1.19224608514113	0.638447380473362	0.999853324140808	0.327868852459016	0.390909090909091	-0.0630402384500746	0.61483957975674	0.761508794700978	0.401724336393288	0.768187528833386	no	51	171	10	49	20	86	0.377224199288256	0.88576512455516	2.34811320754717	2.76365095730742e-28	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__	1	1	NA	NA	NA	NA	517.53769248802	438.87577498615	440.876034619499	524.814401826687	449.790838994151	455.429453296834	4.00000000061662	NA	NA	11.2767093392841	NA	NA	NB	NB	Poisson	Poisson
358781	0.22360703639541	2.512540793946e-08	2.75800980956785e-07	0.223607038123165	0.00269817866010592	0.0898625112286496	0.223654434465873	0.00270032146422533	0.0771924355741901	0.508196721311475	0.113636363636364	0.394560357675112	0.0640225251023735	0.527403331049286	0.0125731193651567	0.168733115411513	no	50	203	11	17	31	25	0.199288256227758	0.824428063040163	4.13686224489796	1.53713409820783e-32	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1	1	NA	NA	NA	NA	341.082733206714	251.62398169028	253.624234247196	348.359442545382	262.539045698281	268.177652924531	4.00000000070273	NA	NA	11.2767093393702	NA	NA	NB	NB	Poisson	Poisson
4331219	22052963.4293585	0.997505844537125	0.997505844537157	59946169.7508961	0.998397750398338	0.999996762100542	22134570.0585382	0.998489684814215	0.999853324140808	0	0.00454545454545455	-0.00454545454545455	0.318414134768154	0.527403331049286	0.598494364974918	0.768187528833386	yes	61	219	0	1	0	1	0.00355871886120996	0.00355871886120996	1	3.12221386969758e-35	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__	1	1	NA	NA	NA	NA	16.7872551178508	18.7872932073051	20.787329211691	24.0639644565183	29.7023572153063	35.3407478890259	4.00000000077772	NA	NA	11.2767093394452	NA	NA	Poisson	Poisson	Poisson	Poisson
173744	1.80227272597504	0.0101070303949897	0.0436400000137816	1.80227272727273	0.0583838810173591	0.473134655959667	1.80224715266785	0.0583916491343849	0.428519360582986	0.360655737704918	0.65	-0.289344262295082	0.0844607928821159	0.527403331049286	0.0031589692938613	0.0908120541214233	no	52	140	9	80	22	143	0.587188612099644	1.72897813929842	2.94450216450216	4.603473835325e-28	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera; s__	0.00308279751635834	0.154479266370177	0.0132751299984748	0.285169459226496	0.0202420664595153	0.345051698365167	672.341775687553	578.788148352539	580.788549148599	679.61848502622	589.703212360541	595.341967825934	573.087036566586	539.754375745654	541.627490792278	580.363745905253	550.669439753656	556.180909469613	NB	NB	NB	NB
362501	1.38636363638802	0.673208912268434	0.997505844537157	1.38636363636363	0.781942480534294	0.999996762100542	2.29379096371868	0.355649723491607	0.976695094077547	0.0327868852459016	0.0454545454545455	-0.0126676602086438	0.685587398331472	0.805307176276667	0.675336346145947	0.801926813568262	no	59	215	2	5	2	10	0.0427046263345196	0.0838840874428063	1.96428571428571	7.18257542962784e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__eutactus	1	1	NA	NA	NA	NA	111.234157823436	88.7553389387252	87.7329383043108	118.510867162103	99.6704029467265	102.286356981646	4.00000000076106	NA	NA	11.2767093394285	NA	NA	ZINB	NB	Poisson	Poisson
4423553	0.728831168831184	0.0242927911991529	0.092143906617898	0.728831168831168	0.482287681239824	0.999996762100542	0.728839360455817	0.48230212791338	0.999853324140808	1.14754098360656	0.836363636363636	0.311177347242921	0.514355132398674	0.683641656174454	0.547277411481895	0.768187528833386	no	50	168	11	52	70	184	0.903914590747331	10.6871631926792	11.8232002249719	2.43755634003197e-31	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1	1	NA	NA	NA	NA	1255.16098713456	568.692100010872	570.692494299687	1262.43769647323	579.607164018873	585.245912977022	4.00000000060551	NA	NA	11.276709339273	NA	NA	NB	NB	Poisson	Poisson
4371562	16225663.7233482	0.995962468465054	0.997505844537157	119892339.501186	0.998335737172285	0.999996762100542	214835513.122516	0.999222280181996	0.999853324140808	0	0.00909090909090909	-0.00909090909090909	0.318414134768154	0.527403331049286	0.598494364974918	0.768187528833386	no	61	219	0	1	0	2	0.00711743772241993	0.0142348754448399	2	3.12221386969758e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Epulopiscium; s__	1	1	NA	NA	NA	NA	28.1882158926437	21.9628820532523	23.037992280387	35.4649252313112	32.8779460612535	37.591410957722	4.00000000077772	NA	NA	11.2767093394452	NA	NA	NB	NB	Poisson	Poisson
261325	4.62536186099957e-09	0.996739238276112	0.997505844537157	1.70157553664624e-09	0.997919192174139	0.999996762100542	4.6237765773005e-09	0.99803324718606	0.999853324140808	0.0163934426229508	0	0.0163934426229508	0.321326503293247	0.527403331049286	0.0575521401462216	0.314025307552401	yes	60	220	1	0	1	0	0.00355871886120996	0.00355871886120996	1	3.12221386969758e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1	1	NA	NA	NA	NA	14.2217477617099	16.2217602965429	18.2217876542856	21.4984571003774	27.1368243045442	32.7752063316206	4.00000000077772	NA	NA	11.2767093394452	NA	NA	Poisson	Poisson	Poisson	Poisson
358439	0.369696969697206	0.0653998058556462	0.208531168668014	0.369696969696971	0.0793772508172344	0.541948179954668	0.365082396065455	0.0766783657170628	0.480670352256215	0.0983606557377049	0.0363636363636364	0.0619970193740686	0.18901939425008	0.527403331049286	0.129235647311937	0.531345108375773	no	56	212	5	8	6	8	0.0498220640569395	0.0546517539400102	1.0969387755102	1.10492452431927e-32	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	1	1	NA	NA	NA	NA	114.242643175223	115.682760862063	117.542119855193	121.519352513891	126.597824870064	132.095538532528	4.00000000074439	NA	NA	11.2767093394119	NA	NA	Poisson	Poisson	Poisson	Poisson
