OTU_IDs	Poiss_Coeff	Poiss_pval	Poiss_qval	NB_Coeff	NB_pval	NB_qval	ZINB_Coeff	ZINB_pval	ZINB_qval	mean in group Lean	mean in group Not_Lean	Lean_minus_Not_Lean_mean	ttest_pval	ttest_qval	KW_pval	KW_qval	NB_Coeff_Estimate_Error	# of 0's in Lean	# of 0's in Not_Lean	# of non-zeroes in Lean	# of non-zeroes in Not_Lean	Total count in Lean	Total count in Not_Lean	mean_otu	variance_otu	var/mean ratio	Shapiro_Wilk_Normality_pvalue	taxonomy	pois_filt_pval	pois_filt_qval	nb_filt_pval	nb_filt_qval	zinb_filt_pval	zinb_filt_qval	aic.pois	aic.nb	aic.zinb	bic.pois	bic.nb	bic.zinb	aic.filt.pois	aic.filt.nb	aic.filt.zinb	bic.filt.pois	bic.filt.nb	bic.filt.zinb	aic.nonfilt.best	bic.nonfilt.best	aic.filt.best	bic.filt.best
360825	16225663.7245079	0.995962468465081	0.997505844537157	44105926.8574967	0.997403602206976	0.999996762100542	16247233.9016233	0.997554649945141	0.999853324140808	0	0.00909090909090909	-0.00909090909090909	0.157771536537237	0.527403331049286	0.455660502755294	0.768187528833386	yes	61	218	0	2	0	2	0.00711743772241993	0.00709201830198272	0.996428571428572	6.3110444314492e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	1	1	NA	NA	NA	NA	26.8019215315238	28.8019974858812	30.8019374288185	34.0786308701913	39.7170614938824	45.3553561061535	4.00000000077495	NA	NA	11.2767093394424	NA	NA	Poisson	Poisson	Poisson	Poisson
188938	1.29951149767834	5.0402097134281e-11	6.98721458242241e-10	1.29951149767664	0.274490087829605	0.965399136977014	1.29954585746257	0.274412070603298	0.913591405789029	12.5081967213115	16.2545454545455	-3.74634873323398	0.234307268711376	0.527403331049286	0.769441804250074	0.870466332166574	no	14	48	47	172	763	3576	15.44128113879	729.490289781393	47.242860435255	9.27337845458349e-25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.0188133556165593	0.597433420800273	0.63784463513342	0.915428153347313	0.637550444970865	0.888809194373475	9504.38989529964	1960.45863000066	1962.46481571534	9511.66660463831	1971.37369400866	1977.01823439267	5837.91114433172	1745.86215767988	1747.8633866479	5845.18785367038	1756.77722168788	1762.41680532523	NB	NB	NB	NB
195294	1.81767676873318	0.0949511098367077	0.284801187220262	1.81767676767677	0.253664566062864	0.924910453828681	1.81776984434468	0.253627541832779	0.879242145020301	0.147540983606557	0.268181818181818	-0.120640834575261	0.147752303982445	0.527403331049286	0.899829840481653	0.944078100021281	no	53	191	8	29	9	59	0.241992882562278	0.76980172852059	3.18109243697479	2.73785964751205e-31	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1	1	NA	NA	NA	NA	401.308666186966	314.486291173281	316.48656885767	408.585375525633	325.401355181282	331.039987535005	4.00000000067773	NA	NA	11.2767093393452	NA	NA	NB	NB	Poisson	Poisson
188930	20891808.3622804	0.993241940206834	0.997505844537157	154370743.995414	0.997218814391243	0.999996762100542	152470638.372229	0.99830376307624	0.999853324140808	0	0.0318181818181818	-0.0318181818181818	0.250722281702465	0.527403331049286	0.45566337679012	0.768187528833386	no	61	218	0	2	0	7	0.0249110320284698	0.131520081342145	5.27959183673469	4.08145916857279e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	1	1	NA	NA	NA	NA	79.4265461719846	37.1615983024397	39.115707580478	86.7032555106521	48.0766623104409	53.669126257813	4.00000000077495	NA	NA	11.2767093394424	NA	NA	NB	NB	Poisson	Poisson
188935	0.414877055934283	1.44642380904319e-42	7.31515448610547e-41	0.414877058425443	0.00183209527924781	0.0714778886803681	0.414877415919195	0.00183207967954006	0.0613690493882744	6.60655737704918	2.74090909090909	3.86564828614009	0.113342020891607	0.527403331049286	0.0439369001073237	0.314025307552401	no	23	109	38	111	403	603	3.58007117437722	123.780172852059	34.5747798920761	4.53852250133753e-31	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__	0.134339477011008	1	0.501444390778994	0.825135464923372	0.554311990144888	0.85053162509004	3436.38695720469	1165.8632284451	1167.86352818221	3443.66366654336	1176.7782924531	1182.41694685955	1280.82869299001	925.890964491545	927.358680870215	1288.10540232867	936.806028499546	941.91209954755	NB	NB	NB	NB
4420669	1.10909090909119	0.895799139559028	0.997505844537157	1.1090909090909	0.903947178991847	0.999996762100542	1.13519122944133	0.881717426447227	0.999853324140808	0.0327868852459016	0.0363636363636364	-0.00357675111773472	0.894927691340438	0.93587881487679	0.974382754128996	0.981933321596416	no	59	213	2	7	2	8	0.0355871886120996	0.0415861718352822	1.16857142857143	2.08270176955447e-33	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]; g__Butyricimonas; s__	1	1	NA	NA	NA	NA	92.0841771703338	92.1834057022916	94.0567078238561	99.3608865090012	103.098469710293	108.610126501191	4.0000000007555	NA	NA	11.276709339423	NA	NA	Poisson	Poisson	Poisson	Poisson
512682	0.0482213437568075	2.18392600479824e-08	2.44438603241967e-07	0.0482213438735158	0.149087366292994	0.732297836953537	0.329945574133157	0.0628935841929994	0.443507736618368	0.377049180327869	0.0181818181818182	0.358867362146051	0.184451914083114	0.527403331049286	0.0566989594300993	0.314025307552401	no	59	219	2	1	23	4	0.096085409252669	1.00859176410778	10.4968253968254	9.69965343856353e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__	1	1	NA	NA	NA	NA	216.595389814185	58.7887929400427	53.3412404999335	223.872099152852	69.7038569480439	67.8946591772685	4.00000000077217	NA	NA	11.2767093394397	NA	NA	ZINB	ZINB	Poisson	Poisson
193987	1.66363636493394	0.505125157123992	0.967052238306848	1.66363636363636	0.719548627352127	0.999996762100542	1.66853537288127	0.725724780641354	0.999853324140808	0.0327868852459016	0.0545454545454545	-0.0217585692995529	0.591043733211067	0.743107754265219	0.494787790400212	0.768187528833386	no	59	216	2	4	2	12	0.0498220640569395	0.197508896797153	3.96428571428571	1.78233466385956e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	1	1	NA	NA	NA	NA	134.994818336714	82.2103495952919	84.2104843175233	142.271527675382	93.1254136032932	98.7639029948583	4.00000000076384	NA	NA	11.2767093394313	NA	NA	NB	NB	Poisson	Poisson
4422456	11938176.2071134	0.993466316483578	0.997505844537157	32451327.4503726	0.995793900741202	0.999996762100542	11949518.3656191	0.996039355565465	0.999853324140808	0	0.0181818181818182	-0.0181818181818182	0.0452496300734428	0.527403331049286	0.2896811328185	0.745183545897382	yes	61	216	0	4	0	4	0.0142348754448399	0.0140823589222166	0.989285714285714	2.02400124420769e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__dispar	1	1	NA	NA	NA	NA	44.0586656676655	46.0588166915486	48.0587329042036	51.335375006333	56.9738806995498	62.6121515815385	4.00000000076939	NA	NA	11.2767093394369	NA	NA	Poisson	Poisson	Poisson	Poisson
194532	2.31268093054723e-09	0.996621469973383	0.997505844537157	8.5078776836126e-10	0.997847761734048	0.999996762100542	2.31216709418379e-09	0.997951011044571	0.999853324140808	0.0327868852459016	0	0.0327868852459016	0.159008166097851	0.527403331049286	0.00713379637432446	0.119530060382433	yes	59	220	2	0	2	0	0.00711743772241993	0.00709201830198272	0.996428571428572	6.3110444314492e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	1	1	NA	NA	NA	NA	21.6709067678167	23.6709328206052	25.6709436424262	28.9476161064842	34.5859968286065	40.2243623197612	4.00000000077495	NA	NA	11.2767093394424	NA	NA	Poisson	Poisson	Poisson	Poisson
195120	0.691229193004353	0.00856904689128886	0.0376708470821392	0.691229193341871	0.413168049110714	0.999996762100542	0.691221270941771	0.413153499445592	0.999853324140808	1.16393442622951	0.804545454545455	0.359388971684054	0.60727877959281	0.7541668641785	0.553974759561838	0.768187528833386	no	49	170	12	50	71	177	0.882562277580071	11.3397305541434	12.8486463133641	9.61403921007271e-32	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	1	1	NA	NA	NA	NA	1244.05389927129	562.464940667752	564.465340784445	1251.33060860996	573.380004675753	579.01875946178	4.00000000060829	NA	NA	11.2767093392758	NA	NA	NB	NB	Poisson	Poisson
198404	22052963.4291615	0.997505844537099	0.997505844537157	59946169.7517793	0.998397750398329	0.999996762100542	22134568.927934	0.998489688017643	0.999853324140808	0	0.00454545454545455	-0.00454545454545455	0.318414134768154	0.527403331049286	0.598494364974918	0.768187528833386	yes	61	219	0	1	0	1	0.00355871886120996	0.00355871886120996	1	3.12221386969758e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1	1	NA	NA	NA	NA	16.7872551178508	18.7872932072132	20.7873292106054	24.0639644565183	29.7023572152145	35.3407478879404	4.00000000077772	NA	NA	11.2767093394452	NA	NA	Poisson	Poisson	Poisson	Poisson
4323871	22052963.427359	0.997505844537072	0.997505844537157	59946169.7432853	0.998397750398272	0.999996762100542	22134576.7284674	0.998489684782861	0.999853324140808	0	0.00454545454545455	-0.00454545454545455	0.318414134768154	0.527403331049286	0.598494364974918	0.768187528833386	yes	61	219	0	1	0	1	0.00355871886120996	0.00355871886120996	1	3.12221386969758e-35	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__komagatae	1	1	NA	NA	NA	NA	16.7872551178508	18.7872932072512	20.7873292179926	24.0639644565183	29.7023572152524	35.3407478953276	4.00000000077772	NA	NA	11.2767093394452	NA	NA	Poisson	Poisson	Poisson	Poisson
180190	1.3863636363696	0.171744418868587	0.450777518433552	1.38636363636363	0.366705970964422	0.999996762100542	1.38620753889128	0.36678274537266	0.978622235683467	0.344262295081967	0.477272727272727	-0.13301043219076	0.314145315466041	0.527403331049286	0.423816547119404	0.768187528833386	no	49	166	12	54	21	105	0.448398576512456	1.16964921199797	2.60850340136054	5.19014607485481e-28	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__	1	1	NA	NA	NA	NA	582.154836845435	484.972447385302	486.972544327908	589.431546184102	495.887511393304	501.525963005243	4.00000000059718	NA	NA	11.2767093392647	NA	NA	NB	NB	Poisson	Poisson
296837	0.554545453858794	0.335627876960071	0.738202796890837	0.554545454545452	0.582293797047728	0.999996762100542	0.219050000962344	0.0375770294868674	0.332790525973402	0.0655737704918033	0.0363636363636364	0.0292101341281669	0.666135616853915	0.799910067633586	0.644288572265471	0.782899750739185	no	60	214	1	6	4	8	0.0427046263345196	0.0981698017285206	2.29880952380952	4.71379740383423e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__	1	1	NA	NA	NA	NA	111.952308482123	87.7442479435247	86.5872576217815	119.229017820791	98.659311951526	101.140676299116	4.00000000076106	NA	NA	11.2767093394285	NA	NA	ZINB	NB	Poisson	Poisson
4412022	22619190.4153273	0.981544529900603	0.997505844537157	3116155758704376	0.999996687211816	0.999996762100542	135703602.909414	0.99494612714286	0.999853324140808	0	0.254545454545455	-0.254545454545455	0.0491615865032557	0.527403331049286	0.193123329664812	0.626103737692632	yes	61	214	0	6	0	56	0.199288256227758	2.86014234875445	14.3517857142857	2.27196452185257e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	1	1	NA	NA	NA	NA	460.843000088862	462.77884840974	100.91915986418	468.11970942753	473.693912417741	115.472578541515	4.00000000076384	NA	NA	11.2767093394313	NA	NA	ZINB	ZINB	Poisson	Poisson
311693	0.295161286862142	5.21343307882116e-12	7.86623521450861e-11	0.295161290322582	0.00597068079166749	0.141174702152589	0.29192429431391	0.00291818063496076	0.0800666646577173	1.01639344262295	0.3	0.716393442622951	0.0584797075536264	0.527403331049286	0.0647070377886148	0.334687348864975	no	47	188	14	32	62	66	0.455516014234875	2.64176410777834	5.79949776785714	3.28830130606906e-31	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	1	1	NA	NA	NA	NA	643.994682486941	411.42351772293	412.908883985876	651.271391825609	422.338581730932	427.462302663211	4.00000000065273	NA	NA	11.2767093393202	NA	NA	NB	NB	Poisson	Poisson
194457	0.258787878747908	2.6857892101787e-07	2.56464696957973e-06	0.258787878787878	0.000600530643167057	0.0359666460633939	0.255657489119963	0.00071714084101368	0.0337550775166784	0.491803278688525	0.127272727272727	0.364530551415797	0.0327118160395804	0.527403331049286	0.0169149936699479	0.21485975680292	no	48	197	13	23	30	28	0.206405693950178	0.507244534824606	2.45751231527094	5.97032551038656e-31	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	1	1	NA	NA	NA	NA	325.100202527493	284.423580779877	286.408987428223	332.37691186616	295.338644787878	300.962406105558	4.00000000068051	NA	NA	11.276709339348	NA	NA	NB	NB	Poisson	Poisson
191975	2.31268093054723e-09	0.996621469973383	0.997505844537157	8.50787768361169e-10	0.997847761734048	0.999996762100542	2.31216709249928e-09	0.997951011000352	0.999853324140808	0.0327868852459016	0	0.0327868852459016	0.159008166097851	0.527403331049286	0.00713379637432446	0.119530060382433	yes	59	220	2	0	2	0	0.00711743772241993	0.00709201830198272	0.996428571428572	6.3110444314492e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Pseudoramibacter_Eubacterium; s__	1	1	NA	NA	NA	NA	21.6709067678167	23.6709328230791	25.6709436419709	28.9476161064842	34.5859968310803	40.2243623193059	4.00000000077495	NA	NA	11.2767093394424	NA	NA	Poisson	Poisson	Poisson	Poisson
191974	0.784012539237876	0.111209174429167	0.318189895616611	0.784012539184952	0.43622939068587	0.999996762100542	0.784041238027306	0.436284603614835	0.999853324140808	0.950819672131147	0.745454545454545	0.205365126676602	0.362632686558844	0.567849519755847	0.178943450058364	0.605569469776198	no	39	154	22	66	58	164	0.790035587188612	3.00932892730046	3.80910553410553	5.06527140971127e-27	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	3.03681495211287e-05	0.00296197915507866	0.0130599775920179	0.285169459226496	0.00119313564775792	0.0614604395028231	879.871578783978	649.996671938581	651.997036671537	887.148288122646	660.911735946582	666.550455348872	631.618270460426	556.320986624758	552.085805280247	638.894979799094	567.236050632759	566.639223957582	NB	NB	ZINB	ZINB
179807	0.956590909090912	0.86127314228192	0.997505844537157	0.956590909090906	0.939344849541842	0.999996762100542	0.956562756384238	0.939301388100104	0.999853324140808	0.327868852459016	0.313636363636364	0.0142324888226527	0.929181302825864	0.954162112433703	1	1	no	54	194	7	26	20	69	0.316725978647687	1.63861209964413	5.17359550561798	7.49983627860435e-32	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__	1	1	NA	NA	NA	NA	535.118927607002	323.874158191452	325.87444487113	542.395636945669	334.789222199453	340.427863548465	4.00000000068884	NA	NA	11.2767093393563	NA	NA	NB	NB	Poisson	Poisson
191978	0.277272727844914	0.364375918407909	0.761914257684243	0.277272727272727	0.364401942482633	0.999996762100542	0.277258949803724	0.364382400233233	0.976695094077547	0.0163934426229508	0.00454545454545455	0.0118479880774963	0.488470104826817	0.66171223029863	0.330920812764377	0.745183545897382	yes	60	219	1	1	1	1	0.00711743772241993	0.00709201830198272	0.996428571428572	6.3110444314492e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__	1	1	NA	NA	NA	NA	27.0090028210513	29.0091556167536	31.0090987060188	34.2857121597188	39.9242196247548	45.5625173833537	4.00000000077495	NA	NA	11.2767093394424	NA	NA	Poisson	Poisson	Poisson	Poisson
174162	1.46686217010388	0.0504342786226312	0.168381436330569	1.46686217008797	0.239304002502511	0.89347255416905	1.46695160042539	0.239219795411057	0.854691992858683	0.508196721311475	0.745454545454545	-0.23725782414307	0.181318612585059	0.527403331049286	0.317124389126715	0.745183545897382	no	46	149	15	71	31	164	0.693950177935943	2.54885612608033	3.67296703296703	9.8776442435496e-28	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus	0.918214685890666	1	0.942391414817632	0.994217564443611	0.601113539105524	0.882525628015767	798.782397310085	614.064587040906	616.064707782733	806.059106648752	624.979651048907	630.618126460068	572.099136248133	523.141436785119	522.642411734852	579.3758455868	534.05650079312	537.195830412187	NB	NB	ZINB	NB
367814	0.0693181819612271	0.0169712271533488	0.067514087918131	0.0693181818181822	0.0264764050271612	0.315605342394402	0.0690703514263241	0.0248236903283064	0.268861525900746	0.0655737704918033	0.00454545454545455	0.0610283159463487	0.130816539964192	0.527403331049286	0.00922479379267665	0.137549914328222	no	58	219	3	1	4	1	0.0177935943060498	0.0246822572445348	1.38714285714286	1.82212556639551e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Anaerotruncus; s__	1	1	NA	NA	NA	NA	47.970185478252	47.4026326683067	49.0461406274445	55.2468948169195	58.3176966763079	63.5995593047795	4.00000000076939	NA	NA	11.2767093394369	NA	NA	NB	Poisson	Poisson	Poisson
367813	12.9625000000296	3.9743620754107e-07	3.73631078414686e-06	12.9625	0.0896470497195894	0.579066022592485	8.02459755946973	0.0653371836321473	0.447488617413648	0.0655737704918033	0.85	-0.784426229508197	0.0369008303926356	0.527403331049286	0.291601743452262	0.745183545897382	no	60	210	1	10	4	187	0.679715302491103	23.4541942043721	34.5059087509349	5.46130327256269e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	1	1	NA	NA	NA	NA	1384.79139099992	186.295549358251	182.686594420183	1392.06810033859	197.210613366252	197.240013097518	4.00000000074995	NA	NA	11.2767093394174	NA	NA	ZINB	NB	Poisson	Poisson
4481246	24338495.5831895	0.995863862641812	0.997505844537157	66158890.2746844	0.997343794380384	0.999996762100542	194869877.606902	0.99900496929955	0.999853324140808	0	0.0136363636363636	-0.0136363636363636	0.180307425129866	0.527403331049286	0.45566337679012	0.768187528833386	no	61	218	0	2	0	3	0.0106761565836299	0.0177427554651754	1.66190476190476	5.82699290923336e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__	1	1	NA	NA	NA	NA	37.1563859755795	32.8494334882306	34.3139294561825	44.433095314247	43.7644974962319	48.8673481335175	4.00000000077495	NA	NA	11.2767093394424	NA	NA	NB	NB	Poisson	Poisson
238820	26860896.4636944	0.993141176623295	0.997505844537157	73015486.7558518	0.995596689745617	0.999996762100542	175961086.225777	0.998196011374158	0.999853324140808	0	0.0409090909090909	-0.0409090909090909	0.0832612872226695	0.527403331049286	0.289695074110947	0.745183545897382	no	61	216	0	4	0	9	0.0320284697508897	0.0953990849008643	2.97857142857143	1.3051017929791e-34	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	1	1	NA	NA	NA	NA	89.4748802272483	58.728577726364	60.2241693981167	96.7515895659158	69.6436417343652	74.7775880754516	4.00000000076939	NA	NA	11.2767093394369	NA	NA	NB	NB	Poisson	Poisson
182188	4.62536186103878e-09	0.996739238276104	0.997505844537157	1.70157553667564e-09	0.997919192174132	0.999996762100542	4.62377657737168e-09	0.998022763770305	0.999853324140808	0.0163934426229508	0	0.0163934426229508	0.321326503293247	0.527403331049286	0.0575521401462216	0.314025307552401	yes	60	220	1	0	1	0	0.00355871886120996	0.00355871886120996	1	3.12221386969758e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	1	1	NA	NA	NA	NA	14.2217477617099	16.2217602966521	18.2217876542883	21.4984571003774	27.1368243046533	32.7752063316233	4.00000000077772	NA	NA	11.2767093394452	NA	NA	Poisson	Poisson	Poisson	Poisson
183585	0.531818181817282	6.37638736181334e-05	0.000439745300129097	0.531818181818182	0.0898372636773601	0.579066022592485	0.531266415127035	0.0893185501689208	0.518505258575409	1	0.531818181818182	0.468181818181818	0.376286756167412	0.579317629484563	0.894154067226417	0.94083404261042	no	47	166	14	54	61	117	0.633451957295374	5.15444839857651	8.13707865168539	1.23836785311443e-31	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__	1	1	NA	NA	NA	NA	860.793481652031	535.458439809942	537.460603731511	868.070190990698	546.373503817943	552.014022408846	4.00000000059163	NA	NA	11.2767093392591	NA	NA	NB	NB	Poisson	Poisson
204681	28.5590909100435	0.000850478298811591	0.0047304607618217	28.5590909090912	0.0365706645527357	0.371972010776615	28.5610321014827	0.036562579092416	0.328882507157482	0.0163934426229508	0.468181818181818	-0.451788375558867	0.145115856418659	0.527403331049286	0.292809454355308	0.745183545897382	no	60	210	1	10	1	103	0.370106761565836	16.4196746314184	44.3646978021978	8.10293835501947e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__	1	1	NA	NA	NA	NA	887.6965398125	156.479126876151	158.479269087917	894.973249151168	167.394190884152	173.032687765252	4.00000000074995	NA	NA	11.2767093394174	NA	NA	NB	NB	Poisson	Poisson
184126	0.415909093826953	0.336529652921664	0.738202796890837	0.415909090909092	0.336558032772615	0.999996762100542	0.415907058265447	0.336546911986547	0.976695094077547	0.0327868852459016	0.0136363636363636	0.019150521609538	0.432936885665977	0.628241570007324	0.317648883471992	0.745183545897382	yes	59	217	2	3	2	3	0.0177935943060498	0.0175394001016777	0.985714285714286	3.41153788670892e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__	1	1	NA	NA	NA	NA	53.440998280559	55.4412906414773	57.4411315777458	60.7177076192265	66.3563546494785	71.9945502550808	4.00000000076661	NA	NA	11.2767093394341	NA	NA	Poisson	Poisson	Poisson	Poisson
184120	1.26139563192683	0.0764329820683439	0.236263128498752	1.26139564660691	0.402346573687512	0.999996762100542	1.26139102710387	0.402353909495069	0.999853324140808	1.16393442622951	1.46818181818182	-0.30424739195231	0.571603544622277	0.731003686821633	0.155372559087641	0.590834803988953	no	37	116	24	104	71	323	1.40213523131673	11.7769954245043	8.39932922407542	4.71388281945595e-29	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	0.067974538247006	1	0.124895699825604	0.579516047190803	0.0900961399035733	0.553299860399285	1422.55004889277	863.431943680653	865.432226725837	1429.82675823144	874.347007688654	879.985645403172	631.648381240425	614.089316932374	613.588091508451	638.925090579093	625.004380940375	628.141510185786	NB	NB	ZINB	NB
291784	1.03977272724616	0.94474375933313	0.997505844537157	1.03977272727273	0.963034723616251	0.999996762100542	0.835845680100993	0.841852726536486	0.999853324140808	0.0655737704918033	0.0681818181818182	-0.00260804769001489	0.963565729469451	0.977706857581672	0.674926129306973	0.801926813568262	no	59	210	2	10	4	15	0.0676156583629893	0.134697508896797	1.99210526315789	3.48434771758692e-33	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__	1	1	NA	NA	NA	NA	156.50080755842	130.391366763143	132.110232761752	163.777516897088	141.306430771144	146.663651439087	4.00000000074717	NA	NA	11.2767093394147	NA	NA	NB	NB	Poisson	Poisson
338177	0.138636363922455	0.106668305798934	0.306966431124236	0.138636363636363	0.106689631560906	0.619597259269917	0.138637459884453	0.106687564362622	0.563359866405329	0.0327868852459016	0.00454545454545455	0.0282414307004471	0.232549060674428	0.527403331049286	0.0580058863375795	0.314025307552401	yes	59	219	2	1	2	1	0.0106761565836299	0.0105998983223183	0.992857142857143	1.15824626554639e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__faecis	1	1	NA	NA	NA	NA	34.4581618271582	36.4585582515933	38.4582878387192	41.7348711658257	47.3736222595946	53.0117065160541	4.00000000077217	NA	NA	11.2767093394397	NA	NA	Poisson	Poisson	Poisson	Poisson
187112	0.415909096733914	0.336523843176712	0.738202796890837	0.415909090909087	0.577771263248654	0.999996762100542	0.484049295011448	0.533287339269999	0.999853324140808	0.0327868852459016	0.0136363636363636	0.019150521609538	0.578586894767651	0.734585502000295	0.620484114666539	0.773010100301346	no	60	218	1	2	2	3	0.0177935943060498	0.031825114387392	1.78857142857143	1.07422845623282e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	1	1	NA	NA	NA	NA	56.2135870027988	46.2302314582193	46.8123298457835	63.4902963414662	57.1452954662206	61.3657485231185	4.00000000077217	NA	NA	11.2767093394397	NA	NA	NB	NB	Poisson	Poisson
4008139	0.27727272727398	0.0262969350202355	0.0978349182246575	0.277272727272729	0.0598880734316225	0.481750599533906	0.27723613126829	0.0599303621936867	0.435712087320279	0.0983606557377049	0.0272727272727273	0.0710879284649776	0.216104590538518	0.527403331049286	0.149086498799754	0.577649118679982	no	57	214	4	6	6	6	0.0427046263345196	0.0624555160142349	1.4625	1.81483369129696e-33	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__	1	1	NA	NA	NA	NA	102.635308603291	99.540858394822	101.541010708368	109.912017941958	110.455922402823	116.094429385703	4.00000000075273	NA	NA	11.2767093394202	NA	NA	NB	Poisson	Poisson	Poisson
353155	69.5400000080854	2.8985332179977e-21	7.2957550399555e-20	69.5399999999992	4.59216930395613e-05	0.00533668696557625	69.5400569900087	4.59003187961713e-05	0.00522116126306449	0.0819672131147541	5.7	-5.61803278688525	0.0105706083605789	0.490272536898343	0.0369731929797262	0.314025307552401	no	59	193	2	27	5	1254	4.48042704626334	821.37907981698	183.326069442868	1.09693209563109e-33	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	1	1	NA	NA	NA	NA	8073.03697605685	423.447874543511	425.447980173202	8080.31368539552	434.362938551512	440.001398850537	4.00000000069995	NA	NA	11.2767093393674	NA	NA	NB	NB	Poisson	Poisson
182986	0.481504298319787	1.14120994969902e-30	3.94511945902281e-29	0.481504301325275	0.01133259135037	0.205643235733292	0.471746922041632	0.0102148362749538	0.162958316600334	6.40983606557377	3.08636363636364	3.32347242921013	0.0999200062419523	0.527403331049286	0.937192894223917	0.95765371787584	no	31	107	30	113	391	679	3.80782918149466	90.0343670564311	23.6445393858478	3.43948909217388e-29	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii	0.00411398672710316	0.187767623531397	0.260089658202606	0.746792087908473	0.29716430526336	0.72772002420154	3285.22227779068	1201.0506035222	1202.95328495011	3292.49898712934	1211.9656675302	1217.50670362745	1720.83547300582	1037.48985571179	1032.88807007556	1728.11218234448	1048.40491971979	1047.4414887529	NB	NB	ZINB	ZINB
